dataset,trial,alpha,beta,epoch,loss,val_accuracy
mnist,1,1.0,0.3,1,2.3734,0.7264
mnist,1,1.0,0.3,2,0.8862,0.8498
mnist,1,1.0,0.3,3,0.5269,0.9008
mnist,1,1.0,0.3,4,0.4048,0.9229
mnist,1,1.0,0.3,5,0.3403,0.9315
mnist,1,1.0,0.3,6,0.3062,0.939
mnist,1,1.0,0.3,7,0.2795,0.9422
mnist,1,1.0,0.3,8,0.2643,0.9452
mnist,1,1.0,0.3,9,0.251,0.9467
mnist,1,1.0,0.3,10,0.2413,0.9488
mnist,1,1.0,0.3,11,0.2302,0.9519
mnist,1,1.0,0.3,12,0.2232,0.9537
mnist,1,1.0,0.3,13,0.2171,0.9552
mnist,1,1.0,0.3,14,0.2095,0.956
mnist,1,1.0,0.3,15,0.2062,0.957
mnist,1,1.0,0.3,16,0.1982,0.9576
mnist,1,1.0,0.3,17,0.1939,0.9586
mnist,1,1.0,0.3,18,0.1868,0.96
mnist,1,1.0,0.3,19,0.1845,0.9612
mnist,1,1.0,0.3,20,0.1795,0.9618
mnist,1,1.0,0.3,21,0.1749,0.9625
mnist,1,1.0,0.3,22,0.173,0.9627
mnist,1,1.0,0.3,23,0.1693,0.9639
mnist,1,1.0,0.3,24,0.1678,0.9643
mnist,1,1.0,0.3,25,0.163,0.9645
mnist,1,1.0,0.3,26,0.1602,0.9649
mnist,1,1.0,0.3,27,0.1569,0.9648
mnist,1,1.0,0.3,28,0.155,0.9656
mnist,1,1.0,0.3,29,0.154,0.9659
mnist,1,1.0,0.3,30,0.1498,0.9667
mnist,1,1.0,0.3,31,0.1472,0.9665
mnist,1,1.0,0.3,32,0.1453,0.9672
mnist,1,1.0,0.3,33,0.1426,0.9678
mnist,1,1.0,0.3,34,0.1411,0.9679
mnist,1,1.0,0.3,35,0.1373,0.968
mnist,1,1.0,0.3,36,0.1366,0.9683
mnist,1,1.0,0.3,37,0.1359,0.9688
mnist,1,1.0,0.3,38,0.131,0.9691
mnist,1,1.0,0.3,39,0.1323,0.9697
mnist,1,1.0,0.3,40,0.1287,0.9703
mnist,1,1.0,0.3,41,0.1277,0.9704
mnist,1,1.0,0.3,42,0.1268,0.9708
mnist,1,1.0,0.3,43,0.1235,0.971
mnist,1,1.0,0.3,44,0.1236,0.9712
mnist,1,1.0,0.3,45,0.1215,0.9714
mnist,1,1.0,0.3,46,0.1195,0.972
mnist,1,1.0,0.3,47,0.1203,0.972
mnist,1,1.0,0.3,48,0.1157,0.973
mnist,1,1.0,0.3,49,0.1149,0.9731
mnist,1,1.0,0.3,50,0.1153,0.9734
mnist,1,1.0,0.3,51,0.1175,0.9737
mnist,1,1.0,0.3,52,0.1123,0.9738
mnist,1,1.0,0.3,53,0.1128,0.9742
mnist,1,1.0,0.3,54,0.1093,0.974
mnist,1,1.0,0.3,55,0.1083,0.9742
mnist,1,1.0,0.3,56,0.11,0.9741
mnist,1,1.0,0.3,57,0.1063,0.9743
mnist,1,1.0,0.3,58,0.1075,0.9744
mnist,1,1.0,0.3,59,0.1034,0.9744
mnist,1,1.0,0.3,60,0.1047,0.9745
mnist,1,1.0,0.3,61,0.1042,0.9748
mnist,1,1.0,0.3,62,0.1045,0.9749
mnist,1,1.0,0.3,63,0.1027,0.9749
mnist,1,1.0,0.3,64,0.1007,0.9749
mnist,1,1.0,0.3,65,0.0995,0.9755
mnist,1,1.0,0.3,66,0.0989,0.9756
mnist,1,1.0,0.3,67,0.0982,0.9758
mnist,1,1.0,0.3,68,0.0976,0.9759
mnist,1,1.0,0.3,69,0.0988,0.9762
mnist,1,1.0,0.3,70,0.0965,0.9766
mnist,1,1.0,0.3,71,0.0939,0.9763
mnist,1,1.0,0.3,72,0.0962,0.9765
mnist,1,1.0,0.3,73,0.0943,0.9768
mnist,1,1.0,0.3,74,0.0929,0.9772
mnist,1,1.0,0.3,75,0.0933,0.9772
mnist,1,1.0,0.3,76,0.091,0.9771
mnist,1,1.0,0.3,77,0.0907,0.9771
mnist,1,1.0,0.3,78,0.0913,0.9773
mnist,1,1.0,0.3,79,0.0895,0.9775
mnist,1,1.0,0.3,80,0.0896,0.9775
mnist,1,1.0,0.3,81,0.0888,0.978
mnist,1,1.0,0.3,82,0.088,0.9778
mnist,1,1.0,0.3,83,0.0884,0.9778
mnist,1,1.0,0.3,84,0.0871,0.9783
mnist,1,1.0,0.3,85,0.0872,0.9784
mnist,1,1.0,0.3,86,0.0875,0.9785
mnist,1,1.0,0.3,87,0.0841,0.9786
mnist,1,1.0,0.3,88,0.0859,0.9786
mnist,1,1.0,0.3,89,0.084,0.9789
mnist,1,1.0,0.3,90,0.0829,0.9788
mnist,1,1.0,0.3,91,0.0843,0.9789
mnist,1,1.0,0.3,92,0.0832,0.9788
mnist,1,1.0,0.3,93,0.0825,0.9792
mnist,1,1.0,0.3,94,0.0825,0.9794
mnist,1,1.0,0.3,95,0.0826,0.9797
mnist,1,1.0,0.3,96,0.0808,0.9797
mnist,1,1.0,0.3,97,0.0816,0.9795
mnist,1,1.0,0.3,98,0.0794,0.9797
mnist,1,1.0,0.3,99,0.0806,0.9799
mnist,1,1.0,0.3,100,0.0807,0.9799
mnist,1,1.0,0.3,101,0.0788,0.9802
mnist,1,1.0,0.3,102,0.078,0.9797
mnist,1,1.0,0.3,103,0.0784,0.9801
mnist,1,1.0,0.3,104,0.0787,0.9802
mnist,1,1.0,0.3,105,0.0776,0.9803
mnist,1,1.0,0.3,106,0.0767,0.9802
mnist,1,1.0,0.3,107,0.0761,0.9803
mnist,1,1.0,0.3,108,0.0752,0.9801
mnist,1,1.0,0.3,109,0.077,0.9804
mnist,1,1.0,0.3,110,0.0755,0.9804
mnist,1,1.0,0.3,111,0.0753,0.9804
mnist,1,1.0,0.3,112,0.0755,0.9803
mnist,1,1.0,0.3,113,0.0748,0.9803
mnist,1,1.0,0.3,114,0.075,0.9803
mnist,1,1.0,0.3,115,0.0731,0.9807
mnist,1,1.0,0.3,116,0.0757,0.9804
mnist,1,1.0,0.3,117,0.0707,0.9804
mnist,1,1.0,0.3,118,0.073,0.9806
mnist,1,1.0,0.3,119,0.0733,0.9805
mnist,1,1.0,0.3,120,0.0723,0.9806
mnist,1,1.0,0.3,121,0.072,0.9808
mnist,1,1.0,0.3,122,0.0721,0.9809
mnist,1,1.0,0.3,123,0.0721,0.9806
mnist,1,1.0,0.3,124,0.0703,0.9805
mnist,1,1.0,0.3,125,0.0713,0.9805
mnist,1,1.0,0.3,126,0.0703,0.9809
mnist,1,1.0,0.3,127,0.0704,0.981
mnist,1,1.0,0.3,128,0.0697,0.981
mnist,1,1.0,0.3,129,0.0696,0.981
mnist,1,1.0,0.3,130,0.0694,0.9809
mnist,1,1.0,0.3,131,0.0695,0.9811
mnist,1,1.0,0.3,132,0.0677,0.9811
mnist,1,1.0,0.3,133,0.0696,0.9812
mnist,1,1.0,0.3,134,0.0683,0.9813
mnist,1,1.0,0.3,135,0.0668,0.9812
mnist,1,1.0,0.3,136,0.069,0.9815
mnist,1,1.0,0.3,137,0.0683,0.9815
mnist,1,1.0,0.3,138,0.0675,0.9812
mnist,1,1.0,0.3,139,0.0675,0.9815
mnist,1,1.0,0.3,140,0.0663,0.9816
mnist,1,1.0,0.3,141,0.0655,0.9813
mnist,1,1.0,0.3,142,0.067,0.9815
mnist,1,1.0,0.3,143,0.0667,0.9817
mnist,1,1.0,0.3,144,0.0658,0.9817
mnist,1,1.0,0.3,145,0.0659,0.9817
mnist,1,1.0,0.3,146,0.0652,0.9819
mnist,1,1.0,0.3,147,0.0661,0.9821
mnist,1,1.0,0.3,148,0.0644,0.9817
mnist,1,1.0,0.3,149,0.0647,0.982
mnist,1,1.0,0.3,150,0.0645,0.9825
mnist,1,1.0,0.3,151,0.0641,0.9819
mnist,1,1.0,0.3,152,0.0634,0.9821
mnist,1,1.0,0.3,153,0.0644,0.9822
mnist,1,1.0,0.3,154,0.0649,0.9822
mnist,1,1.0,0.3,155,0.0629,0.9828
mnist,1,1.0,0.3,156,0.064,0.9827
mnist,1,1.0,0.3,157,0.0629,0.9825
mnist,1,1.0,0.3,158,0.0627,0.9827
mnist,1,1.0,0.3,159,0.0623,0.9824
mnist,1,1.0,0.3,160,0.0628,0.9824
mnist,1,1.0,0.3,161,0.0636,0.9827
mnist,1,1.0,0.3,162,0.0626,0.9826
mnist,1,1.0,0.3,163,0.0604,0.9827
mnist,1,1.0,0.3,164,0.0624,0.9827
mnist,1,1.0,0.3,165,0.0619,0.9825
mnist,1,1.0,0.3,166,0.0619,0.9827
mnist,1,1.0,0.3,167,0.0612,0.9825
mnist,1,1.0,0.3,168,0.061,0.9824
mnist,1,1.0,0.3,169,0.0617,0.9824
mnist,1,1.0,0.3,170,0.0609,0.9825
mnist,1,1.0,0.3,171,0.0611,0.9823
mnist,1,1.0,0.3,172,0.0593,0.9826
mnist,1,1.0,0.3,173,0.0606,0.9825
mnist,1,1.0,0.3,174,0.0596,0.9828
mnist,1,1.0,0.3,175,0.0613,0.9827
mnist,1,1.0,0.3,176,0.0606,0.9827
mnist,1,1.0,0.3,177,0.0593,0.9829
mnist,1,1.0,0.3,178,0.0589,0.9827
mnist,1,1.0,0.3,179,0.06,0.9827
mnist,1,1.0,0.3,180,0.0602,0.9828
mnist,1,1.0,0.3,181,0.0594,0.9828
mnist,1,1.0,0.3,182,0.0596,0.9828
mnist,1,1.0,0.3,183,0.0582,0.9829
mnist,1,1.0,0.3,184,0.0589,0.9828
mnist,1,1.0,0.3,185,0.0576,0.9829
mnist,1,1.0,0.3,186,0.0579,0.9828
mnist,1,1.0,0.3,187,0.0573,0.9828
mnist,1,1.0,0.3,188,0.0582,0.9827
mnist,1,1.0,0.3,189,0.059,0.9829
mnist,1,1.0,0.3,190,0.0562,0.9828
mnist,1,1.0,0.3,191,0.0581,0.9828
mnist,1,1.0,0.3,192,0.0565,0.9827
mnist,1,1.0,0.3,193,0.0577,0.9828
mnist,1,1.0,0.3,194,0.0576,0.983
mnist,1,1.0,0.3,195,0.0559,0.983
mnist,1,1.0,0.3,196,0.0573,0.9829
mnist,1,1.0,0.3,197,0.0568,0.9829
mnist,1,1.0,0.3,198,0.0557,0.9829
mnist,1,1.0,0.3,199,0.0568,0.9831
mnist,1,1.0,0.3,200,0.0553,0.9831
mnist,1,0.1,0.9,1,3.8589,0.1344
mnist,1,0.1,0.9,2,2.301,0.1235
mnist,1,0.1,0.9,3,2.3,0.1195
mnist,1,0.1,0.9,4,2.2994,0.1186
mnist,1,0.1,0.9,5,2.2987,0.1185
mnist,1,0.1,0.9,6,2.2981,0.1182
mnist,1,0.1,0.9,7,2.2975,0.1186
mnist,1,0.1,0.9,8,2.2969,0.119
mnist,1,0.1,0.9,9,2.2963,0.1196
mnist,1,0.1,0.9,10,2.2957,0.1203
mnist,1,0.1,0.9,11,2.295,0.1205
mnist,1,0.1,0.9,12,2.2944,0.1209
mnist,1,0.1,0.9,13,2.2938,0.121
mnist,1,0.1,0.9,14,2.2931,0.1213
mnist,1,0.1,0.9,15,2.2925,0.1218
mnist,1,0.1,0.9,16,2.2919,0.122
mnist,1,0.1,0.9,17,2.2912,0.1231
mnist,1,0.1,0.9,18,2.2905,0.1232
mnist,1,0.1,0.9,19,2.2898,0.1236
mnist,1,0.1,0.9,20,2.289,0.1241
mnist,1,0.1,0.9,21,2.2882,0.125
mnist,1,0.1,0.9,22,2.2876,0.1255
mnist,1,0.1,0.9,23,2.2868,0.1258
mnist,1,0.1,0.9,24,2.2862,0.1262
mnist,1,0.1,0.9,25,2.2854,0.127
mnist,1,0.1,0.9,26,2.2846,0.1277
mnist,1,0.1,0.9,27,2.2841,0.1282
mnist,1,0.1,0.9,28,2.2831,0.1286
mnist,1,0.1,0.9,29,2.2826,0.1287
mnist,1,0.1,0.9,30,2.282,0.1294
mnist,1,0.1,0.9,31,2.281,0.1296
mnist,1,0.1,0.9,32,2.2801,0.13
mnist,1,0.1,0.9,33,2.2797,0.1305
mnist,1,0.1,0.9,34,2.2785,0.131
mnist,1,0.1,0.9,35,2.2778,0.1315
mnist,1,0.1,0.9,36,2.2772,0.1326
mnist,1,0.1,0.9,37,2.2763,0.133
mnist,1,0.1,0.9,38,2.2754,0.1337
mnist,1,0.1,0.9,39,2.2746,0.1351
mnist,1,0.1,0.9,40,2.2737,0.1358
mnist,1,0.1,0.9,41,2.2728,0.1368
mnist,1,0.1,0.9,42,2.2719,0.138
mnist,1,0.1,0.9,43,2.2709,0.139
mnist,1,0.1,0.9,44,2.2702,0.14
mnist,1,0.1,0.9,45,2.2687,0.1418
mnist,1,0.1,0.9,46,2.2682,0.143
mnist,1,0.1,0.9,47,2.2673,0.1445
mnist,1,0.1,0.9,48,2.2658,0.1463
mnist,1,0.1,0.9,49,2.2655,0.1479
mnist,1,0.1,0.9,50,2.2642,0.15
mnist,1,0.1,0.9,51,2.2629,0.1517
mnist,1,0.1,0.9,52,2.2621,0.153
mnist,1,0.1,0.9,53,2.261,0.1545
mnist,1,0.1,0.9,54,2.2596,0.1569
mnist,1,0.1,0.9,55,2.2589,0.1588
mnist,1,0.1,0.9,56,2.2575,0.1607
mnist,1,0.1,0.9,57,2.2566,0.1616
mnist,1,0.1,0.9,58,2.2554,0.1635
mnist,1,0.1,0.9,59,2.254,0.1654
mnist,1,0.1,0.9,60,2.2534,0.1669
mnist,1,0.1,0.9,61,2.2515,0.168
mnist,1,0.1,0.9,62,2.2506,0.1717
mnist,1,0.1,0.9,63,2.2492,0.1738
mnist,1,0.1,0.9,64,2.2483,0.176
mnist,1,0.1,0.9,65,2.2466,0.1776
mnist,1,0.1,0.9,66,2.2458,0.1805
mnist,1,0.1,0.9,67,2.2437,0.1828
mnist,1,0.1,0.9,68,2.2429,0.1851
mnist,1,0.1,0.9,69,2.2417,0.1864
mnist,1,0.1,0.9,70,2.2402,0.1888
mnist,1,0.1,0.9,71,2.2393,0.1905
mnist,1,0.1,0.9,72,2.2373,0.192
mnist,1,0.1,0.9,73,2.2365,0.1947
mnist,1,0.1,0.9,74,2.2349,0.1967
mnist,1,0.1,0.9,75,2.234,0.1981
mnist,1,0.1,0.9,76,2.232,0.2008
mnist,1,0.1,0.9,77,2.2314,0.2027
mnist,1,0.1,0.9,78,2.2296,0.2047
mnist,1,0.1,0.9,79,2.2284,0.2066
mnist,1,0.1,0.9,80,2.2271,0.208
mnist,1,0.1,0.9,81,2.225,0.2101
mnist,1,0.1,0.9,82,2.2246,0.2121
mnist,1,0.1,0.9,83,2.2225,0.2148
mnist,1,0.1,0.9,84,2.2213,0.2164
mnist,1,0.1,0.9,85,2.2201,0.2174
mnist,1,0.1,0.9,86,2.2179,0.2195
mnist,1,0.1,0.9,87,2.2174,0.2214
mnist,1,0.1,0.9,88,2.2149,0.2233
mnist,1,0.1,0.9,89,2.2145,0.2264
mnist,1,0.1,0.9,90,2.2122,0.2277
mnist,1,0.1,0.9,91,2.2108,0.2304
mnist,1,0.1,0.9,92,2.2098,0.2325
mnist,1,0.1,0.9,93,2.2082,0.2349
mnist,1,0.1,0.9,94,2.2069,0.237
mnist,1,0.1,0.9,95,2.205,0.2397
mnist,1,0.1,0.9,96,2.2037,0.2423
mnist,1,0.1,0.9,97,2.2025,0.2468
mnist,1,0.1,0.9,98,2.2003,0.2499
mnist,1,0.1,0.9,99,2.1992,0.2539
mnist,1,0.1,0.9,100,2.197,0.2577
mnist,1,0.1,0.9,101,2.1959,0.2611
mnist,1,0.1,0.9,102,2.1948,0.2654
mnist,1,0.1,0.9,103,2.193,0.2694
mnist,1,0.1,0.9,104,2.1909,0.2741
mnist,1,0.1,0.9,105,2.1891,0.2779
mnist,1,0.1,0.9,106,2.1878,0.2811
mnist,1,0.1,0.9,107,2.1863,0.285
mnist,1,0.1,0.9,108,2.1845,0.2895
mnist,1,0.1,0.9,109,2.1827,0.293
mnist,1,0.1,0.9,110,2.1814,0.297
mnist,1,0.1,0.9,111,2.1796,0.2995
mnist,1,0.1,0.9,112,2.1784,0.3036
mnist,1,0.1,0.9,113,2.1763,0.3076
mnist,1,0.1,0.9,114,2.1752,0.3117
mnist,1,0.1,0.9,115,2.1721,0.3164
mnist,1,0.1,0.9,116,2.1718,0.3208
mnist,1,0.1,0.9,117,2.1691,0.3242
mnist,1,0.1,0.9,118,2.1681,0.3282
mnist,1,0.1,0.9,119,2.1664,0.3333
mnist,1,0.1,0.9,120,2.1642,0.3382
mnist,1,0.1,0.9,121,2.1621,0.3434
mnist,1,0.1,0.9,122,2.161,0.3478
mnist,1,0.1,0.9,123,2.1586,0.3528
mnist,1,0.1,0.9,124,2.157,0.3575
mnist,1,0.1,0.9,125,2.1552,0.3619
mnist,1,0.1,0.9,126,2.1532,0.3663
mnist,1,0.1,0.9,127,2.1519,0.371
mnist,1,0.1,0.9,128,2.1493,0.3746
mnist,1,0.1,0.9,129,2.1473,0.3778
mnist,1,0.1,0.9,130,2.1463,0.3818
mnist,1,0.1,0.9,131,2.144,0.3858
mnist,1,0.1,0.9,132,2.1422,0.3891
mnist,1,0.1,0.9,133,2.1403,0.3933
mnist,1,0.1,0.9,134,2.1382,0.3966
mnist,1,0.1,0.9,135,2.1362,0.4005
mnist,1,0.1,0.9,136,2.1344,0.4026
mnist,1,0.1,0.9,137,2.1322,0.4066
mnist,1,0.1,0.9,138,2.1303,0.4079
mnist,1,0.1,0.9,139,2.1279,0.4103
mnist,1,0.1,0.9,140,2.1259,0.4139
mnist,1,0.1,0.9,141,2.124,0.4154
mnist,1,0.1,0.9,142,2.1216,0.4175
mnist,1,0.1,0.9,143,2.1201,0.4193
mnist,1,0.1,0.9,144,2.1183,0.4212
mnist,1,0.1,0.9,145,2.115,0.4232
mnist,1,0.1,0.9,146,2.1135,0.4248
mnist,1,0.1,0.9,147,2.1115,0.4283
mnist,1,0.1,0.9,148,2.1093,0.4298
mnist,1,0.1,0.9,149,2.1062,0.431
mnist,1,0.1,0.9,150,2.1053,0.4332
mnist,1,0.1,0.9,151,2.1022,0.4356
mnist,1,0.1,0.9,152,2.1001,0.437
mnist,1,0.1,0.9,153,2.0967,0.4389
mnist,1,0.1,0.9,154,2.0961,0.4401
mnist,1,0.1,0.9,155,2.0934,0.4409
mnist,1,0.1,0.9,156,2.091,0.4426
mnist,1,0.1,0.9,157,2.0875,0.4436
mnist,1,0.1,0.9,158,2.0867,0.4447
mnist,1,0.1,0.9,159,2.0832,0.446
mnist,1,0.1,0.9,160,2.0814,0.4481
mnist,1,0.1,0.9,161,2.0778,0.4495
mnist,1,0.1,0.9,162,2.0759,0.451
mnist,1,0.1,0.9,163,2.0725,0.4539
mnist,1,0.1,0.9,164,2.0719,0.4541
mnist,1,0.1,0.9,165,2.0692,0.4556
mnist,1,0.1,0.9,166,2.0647,0.4572
mnist,1,0.1,0.9,167,2.0632,0.4587
mnist,1,0.1,0.9,168,2.0602,0.4596
mnist,1,0.1,0.9,169,2.0581,0.4609
mnist,1,0.1,0.9,170,2.0539,0.4625
mnist,1,0.1,0.9,171,2.0522,0.4634
mnist,1,0.1,0.9,172,2.0501,0.4642
mnist,1,0.1,0.9,173,2.0454,0.4656
mnist,1,0.1,0.9,174,2.0431,0.4666
mnist,1,0.1,0.9,175,2.04,0.4677
mnist,1,0.1,0.9,176,2.037,0.4693
mnist,1,0.1,0.9,177,2.034,0.4714
mnist,1,0.1,0.9,178,2.0326,0.4725
mnist,1,0.1,0.9,179,2.0272,0.4741
mnist,1,0.1,0.9,180,2.025,0.4745
mnist,1,0.1,0.9,181,2.0214,0.4762
mnist,1,0.1,0.9,182,2.0193,0.4768
mnist,1,0.1,0.9,183,2.0151,0.4779
mnist,1,0.1,0.9,184,2.0125,0.4794
mnist,1,0.1,0.9,185,2.0086,0.4807
mnist,1,0.1,0.9,186,2.0054,0.4823
mnist,1,0.1,0.9,187,2.0015,0.4837
mnist,1,0.1,0.9,188,1.998,0.4847
mnist,1,0.1,0.9,189,1.9953,0.4857
mnist,1,0.1,0.9,190,1.9909,0.4867
mnist,1,0.1,0.9,191,1.986,0.4877
mnist,1,0.1,0.9,192,1.983,0.4887
mnist,1,0.1,0.9,193,1.9801,0.4903
mnist,1,0.1,0.9,194,1.9745,0.4915
mnist,1,0.1,0.9,195,1.9717,0.4937
mnist,1,0.1,0.9,196,1.9671,0.4956
mnist,1,0.1,0.9,197,1.965,0.4974
mnist,1,0.1,0.9,198,1.9589,0.4998
mnist,1,0.1,0.9,199,1.9549,0.501
mnist,1,0.1,0.9,200,1.9507,0.5018
mnist,1,0.7,1.0,1,4.3884,0.1129
mnist,1,0.7,1.0,2,2.3029,0.1129
mnist,1,0.7,1.0,3,2.3026,0.1134
mnist,1,0.7,1.0,4,2.3025,0.1134
mnist,1,0.7,1.0,5,2.3024,0.1135
mnist,1,0.7,1.0,6,2.3023,0.1134
mnist,1,0.7,1.0,7,2.3023,0.1135
mnist,1,0.7,1.0,8,2.3023,0.1135
mnist,1,0.7,1.0,9,2.3022,0.1135
mnist,1,0.7,1.0,10,2.3022,0.1135
mnist,1,0.7,1.0,11,2.3022,0.1135
mnist,1,0.7,1.0,12,2.3022,0.1135
mnist,1,0.7,1.0,13,2.3022,0.1135
mnist,1,0.7,1.0,14,2.3022,0.1135
mnist,1,0.7,1.0,15,2.3021,0.1135
mnist,1,0.7,1.0,16,2.3021,0.1135
mnist,1,0.7,1.0,17,2.3021,0.1135
mnist,1,0.7,1.0,18,2.3021,0.1135
mnist,1,0.7,1.0,19,2.3021,0.1135
mnist,1,0.7,1.0,20,2.3021,0.1135
mnist,1,0.7,1.0,21,2.3016,0.0947
mnist,1,0.7,1.0,22,2.2976,0.1151
mnist,1,0.7,1.0,23,2.295,0.1164
mnist,1,0.7,1.0,24,2.2928,0.122
mnist,1,0.7,1.0,25,2.2908,0.118
mnist,1,0.7,1.0,26,2.288,0.1244
mnist,1,0.7,1.0,27,2.2846,0.1274
mnist,1,0.7,1.0,28,2.2773,0.129
mnist,1,0.7,1.0,29,2.2704,0.1318
mnist,1,0.7,1.0,30,2.264,0.1452
mnist,1,0.7,1.0,31,2.2566,0.1585
mnist,1,0.7,1.0,32,2.2484,0.1675
mnist,1,0.7,1.0,33,2.2367,0.1719
mnist,1,0.7,1.0,34,2.2207,0.1759
mnist,1,0.7,1.0,35,2.2023,0.1896
mnist,1,0.7,1.0,36,2.1768,0.2295
mnist,1,0.7,1.0,37,2.1375,0.3068
mnist,1,0.7,1.0,38,2.0828,0.3813
mnist,1,0.7,1.0,39,2.0092,0.4473
mnist,1,0.7,1.0,40,1.9068,0.5036
mnist,1,0.7,1.0,41,1.783,0.5505
mnist,1,0.7,1.0,42,1.6542,0.5771
mnist,1,0.7,1.0,43,1.5283,0.6149
mnist,1,0.7,1.0,44,1.4112,0.6561
mnist,1,0.7,1.0,45,1.282,0.6856
mnist,1,0.7,1.0,46,1.1672,0.7059
mnist,1,0.7,1.0,47,1.0711,0.7192
mnist,1,0.7,1.0,48,1.0009,0.7318
mnist,1,0.7,1.0,49,0.9381,0.7449
mnist,1,0.7,1.0,50,0.8956,0.7531
mnist,1,0.7,1.0,51,0.8577,0.76
mnist,1,0.7,1.0,52,0.8233,0.7671
mnist,1,0.7,1.0,53,0.792,0.7771
mnist,1,0.7,1.0,54,0.769,0.7825
mnist,1,0.7,1.0,55,0.7473,0.7909
mnist,1,0.7,1.0,56,0.725,0.7956
mnist,1,0.7,1.0,57,0.7072,0.8014
mnist,1,0.7,1.0,58,0.6928,0.8064
mnist,1,0.7,1.0,59,0.6773,0.8077
mnist,1,0.7,1.0,60,0.6645,0.8105
mnist,1,0.7,1.0,61,0.6518,0.8147
mnist,1,0.7,1.0,62,0.6426,0.8159
mnist,1,0.7,1.0,63,0.6306,0.8182
mnist,1,0.7,1.0,64,0.6259,0.8213
mnist,1,0.7,1.0,65,0.6124,0.8234
mnist,1,0.7,1.0,66,0.6089,0.8251
mnist,1,0.7,1.0,67,0.5997,0.8267
mnist,1,0.7,1.0,68,0.5895,0.8298
mnist,1,0.7,1.0,69,0.5879,0.8302
mnist,1,0.7,1.0,70,0.5775,0.8318
mnist,1,0.7,1.0,71,0.5727,0.8329
mnist,1,0.7,1.0,72,0.5655,0.8368
mnist,1,0.7,1.0,73,0.5608,0.8369
mnist,1,0.7,1.0,74,0.556,0.8379
mnist,1,0.7,1.0,75,0.5474,0.8408
mnist,1,0.7,1.0,76,0.5449,0.8419
mnist,1,0.7,1.0,77,0.5423,0.8432
mnist,1,0.7,1.0,78,0.5331,0.8444
mnist,1,0.7,1.0,79,0.5317,0.846
mnist,1,0.7,1.0,80,0.5258,0.8468
mnist,1,0.7,1.0,81,0.5199,0.8487
mnist,1,0.7,1.0,82,0.5187,0.8489
mnist,1,0.7,1.0,83,0.5149,0.8505
mnist,1,0.7,1.0,84,0.5083,0.8519
mnist,1,0.7,1.0,85,0.5035,0.852
mnist,1,0.7,1.0,86,0.5035,0.8531
mnist,1,0.7,1.0,87,0.4954,0.8541
mnist,1,0.7,1.0,88,0.496,0.8551
mnist,1,0.7,1.0,89,0.4915,0.8564
mnist,1,0.7,1.0,90,0.4876,0.8567
mnist,1,0.7,1.0,91,0.4843,0.8577
mnist,1,0.7,1.0,92,0.4817,0.8581
mnist,1,0.7,1.0,93,0.4778,0.8592
mnist,1,0.7,1.0,94,0.4727,0.8607
mnist,1,0.7,1.0,95,0.4718,0.8616
mnist,1,0.7,1.0,96,0.4669,0.8616
mnist,1,0.7,1.0,97,0.4657,0.8635
mnist,1,0.7,1.0,98,0.4627,0.8634
mnist,1,0.7,1.0,99,0.4614,0.8646
mnist,1,0.7,1.0,100,0.4559,0.8652
mnist,1,0.7,1.0,101,0.4555,0.8658
mnist,1,0.7,1.0,102,0.4509,0.8655
mnist,1,0.7,1.0,103,0.447,0.8657
mnist,1,0.7,1.0,104,0.4491,0.8673
mnist,1,0.7,1.0,105,0.4438,0.8681
mnist,1,0.7,1.0,106,0.443,0.8691
mnist,1,0.7,1.0,107,0.439,0.8684
mnist,1,0.7,1.0,108,0.4353,0.8705
mnist,1,0.7,1.0,109,0.4379,0.8706
mnist,1,0.7,1.0,110,0.4321,0.8713
mnist,1,0.7,1.0,111,0.4285,0.8719
mnist,1,0.7,1.0,112,0.4306,0.8712
mnist,1,0.7,1.0,113,0.4255,0.8738
mnist,1,0.7,1.0,114,0.4244,0.8741
mnist,1,0.7,1.0,115,0.4207,0.8739
mnist,1,0.7,1.0,116,0.4181,0.8743
mnist,1,0.7,1.0,117,0.4152,0.8742
mnist,1,0.7,1.0,118,0.4144,0.8753
mnist,1,0.7,1.0,119,0.4124,0.8761
mnist,1,0.7,1.0,120,0.4105,0.8767
mnist,1,0.7,1.0,121,0.4108,0.8765
mnist,1,0.7,1.0,122,0.4088,0.8775
mnist,1,0.7,1.0,123,0.4049,0.8776
mnist,1,0.7,1.0,124,0.3997,0.8781
mnist,1,0.7,1.0,125,0.4016,0.8788
mnist,1,0.7,1.0,126,0.4038,0.8785
mnist,1,0.7,1.0,127,0.3973,0.8794
mnist,1,0.7,1.0,128,0.3988,0.8798
mnist,1,0.7,1.0,129,0.3943,0.8795
mnist,1,0.7,1.0,130,0.3915,0.8804
mnist,1,0.7,1.0,131,0.3918,0.8809
mnist,1,0.7,1.0,132,0.3913,0.8819
mnist,1,0.7,1.0,133,0.3873,0.882
mnist,1,0.7,1.0,134,0.3869,0.8831
mnist,1,0.7,1.0,135,0.3862,0.883
mnist,1,0.7,1.0,136,0.383,0.8838
mnist,1,0.7,1.0,137,0.3811,0.8836
mnist,1,0.7,1.0,138,0.3788,0.8842
mnist,1,0.7,1.0,139,0.3773,0.8842
mnist,1,0.7,1.0,140,0.3811,0.8866
mnist,1,0.7,1.0,141,0.3743,0.8867
