dataset,trial,alpha,beta,epoch,loss,val_accuracy
cifar100,1,0.9,0.3,149,4.6052,0.01
cifar100,1,0.9,0.3,150,4.6052,0.01
cifar100,1,0.9,0.3,151,4.6052,0.01
cifar100,1,0.9,0.3,152,4.6052,0.01
cifar100,1,0.9,0.3,153,4.6052,0.01
cifar100,1,0.9,0.3,154,4.6052,0.01
cifar100,1,0.9,0.3,155,4.6052,0.01
cifar100,1,0.9,0.3,156,4.6052,0.01
cifar100,1,0.9,0.3,157,4.6052,0.01
cifar100,1,0.9,0.3,158,4.6052,0.01
cifar100,1,0.9,0.3,159,4.6052,0.01
cifar100,1,0.9,0.3,160,4.6052,0.01
cifar100,1,0.9,0.3,161,4.6052,0.01
cifar100,1,0.9,0.3,162,4.6052,0.01
cifar100,1,0.9,0.3,163,4.6052,0.01
cifar100,1,0.9,0.3,164,4.6052,0.01
cifar100,1,0.9,0.3,165,4.6052,0.01
cifar100,1,0.9,0.3,166,4.6052,0.01
cifar100,1,0.9,0.3,167,4.6052,0.01
cifar100,1,0.9,0.3,168,4.6052,0.01
cifar100,1,0.9,0.3,169,4.6052,0.01
cifar100,1,0.9,0.3,170,4.6052,0.01
cifar100,1,0.9,0.3,171,4.6052,0.01
cifar100,1,0.9,0.3,172,4.6052,0.01
cifar100,1,0.9,0.3,173,4.6052,0.01
cifar100,1,0.9,0.3,174,4.6052,0.01
cifar100,1,0.9,0.3,175,4.6052,0.01
cifar100,1,0.9,0.3,176,4.6052,0.01
cifar100,1,0.9,0.3,177,4.6052,0.01
cifar100,1,0.9,0.3,178,4.6052,0.01
cifar100,1,0.9,0.3,179,4.6052,0.01
cifar100,1,0.9,0.3,180,4.6052,0.01
cifar100,1,0.9,0.3,181,4.6052,0.01
cifar100,1,0.9,0.3,182,4.6052,0.01
cifar100,1,0.9,0.3,183,4.6052,0.01
cifar100,1,0.9,0.3,184,4.6052,0.01
cifar100,1,0.9,0.3,185,4.6052,0.01
cifar100,1,0.9,0.3,186,4.6052,0.01
cifar100,1,0.9,0.3,187,4.6052,0.01
cifar100,1,0.9,0.3,188,4.6052,0.01
cifar100,1,0.9,0.3,189,4.6052,0.01
cifar100,1,0.9,0.3,190,4.6052,0.01
cifar100,1,0.9,0.3,191,4.6052,0.01
cifar100,1,0.9,0.3,192,4.6052,0.01
cifar100,1,0.9,0.3,193,4.6052,0.01
cifar100,1,0.9,0.3,194,4.6052,0.01
cifar100,1,0.9,0.3,195,4.6052,0.01
cifar100,1,0.9,0.3,196,4.6052,0.01
cifar100,1,0.9,0.3,197,4.6052,0.01
cifar100,1,0.9,0.3,198,4.6052,0.01
cifar100,1,0.9,0.3,199,4.6052,0.01
cifar100,1,0.9,0.3,200,4.6052,0.01
cifar100,1,0.5,0.5,1,4.608,0.0104
cifar100,1,0.5,0.5,2,4.6055,0.0102
cifar100,1,0.5,0.5,3,4.605,0.0106
cifar100,1,0.5,0.5,4,4.6048,0.0106
cifar100,1,0.5,0.5,5,4.6047,0.0109
cifar100,1,0.5,0.5,6,4.6046,0.0104
cifar100,1,0.5,0.5,7,4.6047,0.0103
cifar100,1,0.5,0.5,8,4.6047,0.0104
cifar100,1,0.5,0.5,9,4.6047,0.0106
cifar100,1,0.5,0.5,10,4.6047,0.0109
cifar100,1,0.5,0.5,11,4.6047,0.0107
cifar100,1,0.5,0.5,12,4.6048,0.011
cifar100,1,0.5,0.5,13,4.6048,0.0113
cifar100,1,0.5,0.5,14,4.6048,0.0111
cifar100,1,0.5,0.5,15,4.6048,0.0119
cifar100,1,0.5,0.5,16,4.6049,0.0123
cifar100,1,0.5,0.5,17,4.6049,0.0132
cifar100,1,0.5,0.5,18,4.6049,0.0148
cifar100,1,0.5,0.5,19,4.6049,0.0158
cifar100,1,0.5,0.5,20,4.6049,0.0164
cifar100,1,0.5,0.5,21,4.6049,0.0172
cifar100,1,0.5,0.5,22,4.6049,0.0182
cifar100,1,0.5,0.5,23,4.605,0.0178
cifar100,1,0.5,0.5,24,4.605,0.0179
cifar100,1,0.5,0.5,25,4.605,0.0186
cifar100,1,0.5,0.5,26,4.605,0.0201
cifar100,1,0.5,0.5,27,4.605,0.0207
cifar100,1,0.5,0.5,28,4.605,0.0215
cifar100,1,0.5,0.5,29,4.605,0.021
cifar100,1,0.5,0.5,30,4.605,0.0202
cifar100,1,0.5,0.5,31,4.605,0.0197
cifar100,1,0.5,0.5,32,4.6051,0.0183
cifar100,1,0.5,0.5,33,4.6051,0.0177
cifar100,1,0.5,0.5,34,4.6051,0.017
cifar100,1,0.5,0.5,35,4.6051,0.0151
cifar100,1,0.5,0.5,36,4.6051,0.0138
cifar100,1,0.5,0.5,37,4.6051,0.0124
cifar100,1,0.5,0.5,38,4.6051,0.0118
cifar100,1,0.5,0.5,39,4.6051,0.0116
cifar100,1,0.5,0.5,40,4.6051,0.0108
cifar100,1,0.5,0.5,41,4.6051,0.0103
cifar100,1,0.5,0.5,42,4.6051,0.0099
cifar100,1,0.5,0.5,43,4.6051,0.0098
cifar100,1,0.5,0.5,44,4.6051,0.0097
cifar100,1,0.5,0.5,45,4.6051,0.0098
cifar100,1,0.5,0.5,46,4.6051,0.0098
cifar100,1,0.5,0.5,47,4.6051,0.0099
cifar100,1,0.5,0.5,48,4.6051,0.0099
cifar100,1,0.5,0.5,49,4.6051,0.0101
cifar100,1,0.5,0.5,50,4.6051,0.0101
cifar100,1,0.5,0.5,51,4.6051,0.01
cifar100,1,0.5,0.5,52,4.6051,0.0101
cifar100,1,0.5,0.5,53,4.6051,0.0101
cifar100,1,0.5,0.5,54,4.6051,0.0102
cifar100,1,0.5,0.5,55,4.6051,0.0104
cifar100,1,0.5,0.5,56,4.6051,0.0108
cifar100,1,0.5,0.5,57,4.6051,0.0112
cifar100,1,0.5,0.5,58,4.6051,0.0107
cifar100,1,0.5,0.5,59,4.6051,0.0107
cifar100,1,0.5,0.5,60,4.6051,0.0108
cifar100,1,0.5,0.5,61,4.6051,0.0114
cifar100,1,0.5,0.5,62,4.6051,0.0115
cifar100,1,0.5,0.5,63,4.6051,0.0115
cifar100,1,0.5,0.5,64,4.6051,0.0113
cifar100,1,0.5,0.5,65,4.6051,0.0107
cifar100,1,0.5,0.5,66,4.6051,0.0109
cifar100,1,0.5,0.5,67,4.6052,0.0104
cifar100,1,0.5,0.5,68,4.6052,0.01
cifar100,1,0.5,0.5,69,4.6052,0.0101
cifar100,1,0.5,0.5,70,4.6052,0.01
cifar100,1,0.5,0.5,71,4.6052,0.01
cifar100,1,0.5,0.5,72,4.6052,0.01
cifar100,1,0.5,0.5,73,4.6052,0.01
cifar100,1,0.5,0.5,74,4.6052,0.01
cifar100,1,0.5,0.5,75,4.6052,0.01
cifar100,1,0.5,0.5,76,4.6052,0.01
cifar100,1,0.5,0.5,77,4.6052,0.01
cifar100,1,0.5,0.5,78,4.6052,0.01
cifar100,1,0.5,0.5,79,4.6052,0.01
cifar100,1,0.5,0.5,80,4.6052,0.01
cifar100,1,0.5,0.5,81,4.6052,0.01
cifar100,1,0.5,0.5,82,4.6052,0.01
cifar100,1,0.5,0.5,83,4.6052,0.01
cifar100,1,0.5,0.5,84,4.6052,0.01
cifar100,1,0.5,0.5,85,4.6052,0.01
cifar100,1,0.5,0.5,86,4.6052,0.01
cifar100,1,0.5,0.5,87,4.6052,0.01
cifar100,1,0.5,0.5,88,4.6052,0.01
cifar100,1,0.5,0.5,89,4.6052,0.01
cifar100,1,0.5,0.5,90,4.6052,0.01
cifar100,1,0.5,0.5,91,4.6052,0.01
cifar100,1,0.5,0.5,92,4.6052,0.01
cifar100,1,0.5,0.5,93,4.6052,0.01
cifar100,1,0.5,0.5,94,4.6052,0.01
cifar100,1,0.5,0.5,95,4.6052,0.01
cifar100,1,0.5,0.5,96,4.6052,0.01
cifar100,1,0.5,0.5,97,4.6052,0.01
cifar100,1,0.5,0.5,98,4.6052,0.01
cifar100,1,0.5,0.5,99,4.6052,0.01
cifar100,1,0.5,0.5,100,4.6052,0.01
cifar100,1,0.5,0.5,101,4.6052,0.01
cifar100,1,0.5,0.5,102,4.6052,0.01
cifar100,1,0.5,0.5,103,4.6052,0.01
cifar100,1,0.5,0.5,104,4.6052,0.01
cifar100,1,0.5,0.5,105,4.6052,0.01
cifar100,1,0.5,0.5,106,4.6052,0.01
cifar100,1,0.5,0.5,107,4.6052,0.01
cifar100,1,0.5,0.5,108,4.6052,0.01
cifar100,1,0.5,0.5,109,4.6052,0.01
cifar100,1,0.5,0.5,110,4.6052,0.01
cifar100,1,0.5,0.5,111,4.6052,0.01
cifar100,1,0.5,0.5,112,4.6052,0.01
cifar100,1,0.5,0.5,113,4.6052,0.01
cifar100,1,0.5,0.5,114,4.6052,0.01
cifar100,1,0.5,0.5,115,4.6052,0.01
cifar100,1,0.5,0.5,116,4.6052,0.01
cifar100,1,0.5,0.5,117,4.6052,0.01
cifar100,1,0.5,0.5,118,4.6052,0.01
cifar100,1,0.5,0.5,119,4.6052,0.01
cifar100,1,0.5,0.5,120,4.6052,0.01
cifar100,1,0.5,0.5,121,4.6052,0.01
cifar100,1,0.5,0.5,122,4.6052,0.01
cifar100,1,0.5,0.5,123,4.6052,0.01
cifar100,1,0.5,0.5,124,4.6052,0.01
cifar100,1,0.5,0.5,125,4.6052,0.01
cifar100,1,0.5,0.5,126,4.6052,0.01
cifar100,1,0.5,0.5,127,4.6052,0.01
cifar100,1,0.5,0.5,128,4.6052,0.01
cifar100,1,0.5,0.5,129,4.6052,0.01
cifar100,1,0.5,0.5,130,4.6052,0.01
cifar100,1,0.5,0.5,131,4.6052,0.01
cifar100,1,0.5,0.5,132,4.6052,0.01
cifar100,1,0.5,0.5,133,4.6052,0.01
cifar100,1,0.5,0.5,134,4.6052,0.01
cifar100,1,0.5,0.5,135,4.6052,0.01
cifar100,1,0.5,0.5,136,4.6052,0.01
cifar100,1,0.5,0.5,137,4.6052,0.01
cifar100,1,0.5,0.5,138,4.6052,0.01
cifar100,1,0.5,0.5,139,4.6052,0.01
cifar100,1,0.5,0.5,140,4.6052,0.01
cifar100,1,0.5,0.5,141,4.6052,0.01
cifar100,1,0.5,0.5,142,4.6052,0.01
cifar100,1,0.5,0.5,143,4.6052,0.01
cifar100,1,0.5,0.5,144,4.6052,0.01
cifar100,1,0.5,0.5,145,4.6052,0.01
cifar100,1,0.5,0.5,146,4.6052,0.01
cifar100,1,0.5,0.5,147,4.6052,0.01
cifar100,1,0.5,0.5,148,4.6052,0.01
cifar100,1,0.5,0.5,149,4.6052,0.01
cifar100,1,0.5,0.5,150,4.6052,0.01
cifar100,1,0.5,0.5,151,4.6052,0.01
cifar100,1,0.5,0.5,152,4.6052,0.01
cifar100,1,0.5,0.5,153,4.6052,0.01
cifar100,1,0.5,0.5,154,4.6052,0.01
cifar100,1,0.5,0.5,155,4.6052,0.01
cifar100,1,0.5,0.5,156,4.6052,0.01
cifar100,1,0.5,0.5,157,4.6052,0.01
cifar100,1,0.5,0.5,158,4.6052,0.01
cifar100,1,0.5,0.5,159,4.6052,0.01
cifar100,1,0.5,0.5,160,4.6052,0.01
cifar100,1,0.5,0.5,161,4.6052,0.01
cifar100,1,0.5,0.5,162,4.6052,0.01
cifar100,1,0.5,0.5,163,4.6052,0.01
cifar100,1,0.5,0.5,164,4.6052,0.01
cifar100,1,0.5,0.5,165,4.6052,0.01
cifar100,1,0.5,0.5,166,4.6052,0.01
cifar100,1,0.5,0.5,167,4.6052,0.01
cifar100,1,0.5,0.5,168,4.6052,0.01
cifar100,1,0.5,0.5,169,4.6052,0.01
cifar100,1,0.5,0.5,170,4.6052,0.01
cifar100,1,0.5,0.5,171,4.6052,0.01
cifar100,1,0.5,0.5,172,4.6052,0.01
cifar100,1,0.5,0.5,173,4.6052,0.01
cifar100,1,0.5,0.5,174,4.6052,0.01
cifar100,1,0.5,0.5,175,4.6052,0.01
cifar100,1,0.5,0.5,176,4.6052,0.01
cifar100,1,0.5,0.5,177,4.6052,0.01
cifar100,1,0.5,0.5,178,4.6052,0.01
cifar100,1,0.5,0.5,179,4.6052,0.01
cifar100,1,0.5,0.5,180,4.6052,0.01
cifar100,1,0.5,0.5,181,4.6052,0.01
cifar100,1,0.5,0.5,182,4.6052,0.01
cifar100,1,0.5,0.5,183,4.6052,0.01
cifar100,1,0.5,0.5,184,4.6052,0.01
cifar100,1,0.5,0.5,185,4.6052,0.01
cifar100,1,0.5,0.5,186,4.6052,0.01
cifar100,1,0.5,0.5,187,4.6052,0.01
cifar100,1,0.5,0.5,188,4.6052,0.01
cifar100,1,0.5,0.5,189,4.6052,0.01
cifar100,1,0.5,0.5,190,4.6052,0.01
cifar100,1,0.5,0.5,191,4.6052,0.01
cifar100,1,0.5,0.5,192,4.6052,0.01
cifar100,1,0.5,0.5,193,4.6052,0.01
cifar100,1,0.5,0.5,194,4.6052,0.01
cifar100,1,0.5,0.5,195,4.6052,0.01
cifar100,1,0.5,0.5,196,4.6052,0.01
cifar100,1,0.5,0.5,197,4.6052,0.01
cifar100,1,0.5,0.5,198,4.6052,0.01
cifar100,1,0.5,0.5,199,4.6052,0.01
cifar100,1,0.5,0.5,200,4.6052,0.01
cifar100,1,0.5,0.2,1,4.6076,0.0136
cifar100,1,0.5,0.2,2,4.6051,0.0138
cifar100,1,0.5,0.2,3,4.6047,0.0136
cifar100,1,0.5,0.2,4,4.6044,0.014
cifar100,1,0.5,0.2,5,4.6042,0.014
cifar100,1,0.5,0.2,6,4.6043,0.014
cifar100,1,0.5,0.2,7,4.6042,0.0137
cifar100,1,0.5,0.2,8,4.6042,0.0133
cifar100,1,0.5,0.2,9,4.6043,0.0136
cifar100,1,0.5,0.2,10,4.6043,0.014
cifar100,1,0.5,0.2,11,4.6044,0.0142
cifar100,1,0.5,0.2,12,4.6044,0.0141
cifar100,1,0.5,0.2,13,4.6045,0.0148
cifar100,1,0.5,0.2,14,4.6045,0.0146
cifar100,1,0.5,0.2,15,4.6045,0.0147
cifar100,1,0.5,0.2,16,4.6046,0.0148
cifar100,1,0.5,0.2,17,4.6046,0.0156
cifar100,1,0.5,0.2,18,4.6046,0.0159
cifar100,1,0.5,0.2,19,4.6046,0.0159
cifar100,1,0.5,0.2,20,4.6047,0.0177
cifar100,1,0.5,0.2,21,4.6047,0.0188
cifar100,1,0.5,0.2,22,4.6047,0.0194
cifar100,1,0.5,0.2,23,4.6048,0.0206
cifar100,1,0.5,0.2,24,4.6048,0.0209
cifar100,1,0.5,0.2,25,4.6048,0.0206
cifar100,1,0.5,0.2,26,4.6048,0.0201
cifar100,1,0.5,0.2,27,4.6048,0.0205
cifar100,1,0.5,0.2,28,4.6049,0.0201
cifar100,1,0.5,0.2,29,4.6049,0.02
cifar100,1,0.5,0.2,30,4.6049,0.0193
cifar100,1,0.5,0.2,31,4.6049,0.019
cifar100,1,0.5,0.2,32,4.6049,0.0184
cifar100,1,0.5,0.2,33,4.6049,0.0176
cifar100,1,0.5,0.2,34,4.6049,0.0173
cifar100,1,0.5,0.2,35,4.605,0.0165
cifar100,1,0.5,0.2,36,4.605,0.0166
cifar100,1,0.5,0.2,37,4.605,0.0161
cifar100,1,0.5,0.2,38,4.605,0.0159
cifar100,1,0.5,0.2,39,4.605,0.0159
cifar100,1,0.5,0.2,40,4.605,0.0154
cifar100,1,0.5,0.2,41,4.605,0.0142
cifar100,1,0.5,0.2,42,4.605,0.0143
cifar100,1,0.5,0.2,43,4.605,0.0144
cifar100,1,0.5,0.2,44,4.605,0.0145
cifar100,1,0.5,0.2,45,4.605,0.0135
cifar100,1,0.5,0.2,46,4.605,0.0134
cifar100,1,0.5,0.2,47,4.605,0.0127
cifar100,1,0.5,0.2,48,4.605,0.0121
cifar100,1,0.5,0.2,49,4.6051,0.0109
cifar100,1,0.5,0.2,50,4.6051,0.0108
cifar100,1,0.5,0.2,51,4.6051,0.0101
cifar100,1,0.5,0.2,52,4.6051,0.0101
cifar100,1,0.5,0.2,53,4.6051,0.01
cifar100,1,0.5,0.2,54,4.6051,0.01
cifar100,1,0.5,0.2,55,4.6051,0.01
cifar100,1,0.5,0.2,56,4.6051,0.01
cifar100,1,0.5,0.2,57,4.6051,0.01
cifar100,1,0.5,0.2,58,4.6051,0.01
cifar100,1,0.5,0.2,59,4.6051,0.01
cifar100,1,0.5,0.2,60,4.6051,0.01
cifar100,1,0.5,0.2,61,4.6051,0.01
cifar100,1,0.5,0.2,62,4.6051,0.01
cifar100,1,0.5,0.2,63,4.6051,0.01
cifar100,1,0.5,0.2,64,4.6051,0.01
cifar100,1,0.5,0.2,65,4.6051,0.01
cifar100,1,0.5,0.2,66,4.6051,0.01
cifar100,1,0.5,0.2,67,4.6051,0.01
cifar100,1,0.5,0.2,68,4.6051,0.01
cifar100,1,0.5,0.2,69,4.6051,0.01
cifar100,1,0.5,0.2,70,4.6051,0.01
cifar100,1,0.5,0.2,71,4.6051,0.01
cifar100,1,0.5,0.2,72,4.6051,0.01
cifar100,1,0.5,0.2,73,4.6051,0.01
cifar100,1,0.5,0.2,74,4.6051,0.01
cifar100,1,0.5,0.2,75,4.6051,0.0101
cifar100,1,0.5,0.2,76,4.6051,0.0101
cifar100,1,0.5,0.2,77,4.6051,0.0101
cifar100,1,0.5,0.2,78,4.6051,0.0101
cifar100,1,0.5,0.2,79,4.6051,0.0101
cifar100,1,0.5,0.2,80,4.6051,0.0101
cifar100,1,0.5,0.2,81,4.6051,0.0101
cifar100,1,0.5,0.2,82,4.6051,0.0101
cifar100,1,0.5,0.2,83,4.6051,0.0101
cifar100,1,0.5,0.2,84,4.6051,0.0101
cifar100,1,0.5,0.2,85,4.6051,0.0101
cifar100,1,0.5,0.2,86,4.6051,0.0101
cifar100,1,0.5,0.2,87,4.6051,0.0101
cifar100,1,0.5,0.2,88,4.6051,0.0101
cifar100,1,0.5,0.2,89,4.6051,0.0101
cifar100,1,0.5,0.2,90,4.6051,0.01
cifar100,1,0.5,0.2,91,4.6051,0.0101
cifar100,1,0.5,0.2,92,4.6051,0.01
cifar100,1,0.5,0.2,93,4.6051,0.01
cifar100,1,0.5,0.2,94,4.6051,0.01
cifar100,1,0.5,0.2,95,4.6051,0.01
cifar100,1,0.5,0.2,96,4.6051,0.01
cifar100,1,0.5,0.2,97,4.6052,0.01
cifar100,1,0.5,0.2,98,4.6051,0.01
cifar100,1,0.5,0.2,99,4.6052,0.01
cifar100,1,0.5,0.2,100,4.6052,0.01
cifar100,1,0.5,0.2,101,4.6052,0.01
cifar100,1,0.5,0.2,102,4.6052,0.01
cifar100,1,0.5,0.2,103,4.6051,0.01
cifar100,1,0.5,0.2,104,4.6052,0.01
cifar100,1,0.5,0.2,105,4.6052,0.01
cifar100,1,0.5,0.2,106,4.6052,0.01
cifar100,1,0.5,0.2,107,4.6052,0.01
cifar100,1,0.5,0.2,108,4.6052,0.01
cifar100,1,0.5,0.2,109,4.6052,0.01
cifar100,1,0.5,0.2,110,4.6052,0.01
cifar100,1,0.5,0.2,111,4.6052,0.01
cifar100,1,0.5,0.2,112,4.6052,0.01
cifar100,1,0.5,0.2,113,4.6052,0.01
cifar100,1,0.5,0.2,114,4.6052,0.01
cifar100,1,0.5,0.2,115,4.6052,0.01
cifar100,1,0.5,0.2,116,4.6052,0.01
cifar100,1,0.5,0.2,117,4.6052,0.01
cifar100,1,0.5,0.2,118,4.6052,0.01
cifar100,1,0.5,0.2,119,4.6052,0.01
cifar100,1,0.5,0.2,120,4.6052,0.01
cifar100,1,0.5,0.2,121,4.6052,0.01
cifar100,1,0.5,0.2,122,4.6052,0.01
cifar100,1,0.5,0.2,123,4.6052,0.01
cifar100,1,0.5,0.2,124,4.6052,0.01
cifar100,1,0.5,0.2,125,4.6052,0.01
cifar100,1,0.5,0.2,126,4.6052,0.01
cifar100,1,0.5,0.2,127,4.6052,0.01
cifar100,1,0.5,0.2,128,4.6052,0.01
cifar100,1,0.5,0.2,129,4.6052,0.01
cifar100,1,0.5,0.2,130,4.6052,0.01
cifar100,1,0.5,0.2,131,4.6052,0.01
cifar100,1,0.5,0.2,132,4.6052,0.01
cifar100,1,0.5,0.2,133,4.6052,0.01
cifar100,1,0.5,0.2,134,4.6052,0.01
cifar100,1,0.5,0.2,135,4.6052,0.01
cifar100,1,0.5,0.2,136,4.6052,0.01
cifar100,1,0.5,0.2,137,4.6052,0.01
cifar100,1,0.5,0.2,138,4.6052,0.01
cifar100,1,0.5,0.2,139,4.6052,0.01
cifar100,1,0.5,0.2,140,4.6052,0.01
cifar100,1,0.5,0.2,141,4.6052,0.01
cifar100,1,0.5,0.2,142,4.6052,0.01
cifar100,1,0.5,0.2,143,4.6052,0.01
cifar100,1,0.5,0.2,144,4.6052,0.01
cifar100,1,0.5,0.2,145,4.6052,0.01
cifar100,1,0.5,0.2,146,4.6052,0.01
cifar100,1,0.5,0.2,147,4.6052,0.01
cifar100,1,0.5,0.2,148,4.6052,0.01
cifar100,1,0.5,0.2,149,4.6052,0.01
cifar100,1,0.5,0.2,150,4.6052,0.01
cifar100,1,0.5,0.2,151,4.6052,0.01
cifar100,1,0.5,0.2,152,4.6052,0.01
cifar100,1,0.5,0.2,153,4.6052,0.01
cifar100,1,0.5,0.2,154,4.6052,0.01
cifar100,1,0.5,0.2,155,4.6052,0.01
cifar100,1,0.5,0.2,156,4.6052,0.01
cifar100,1,0.5,0.2,157,4.6052,0.01
cifar100,1,0.5,0.2,158,4.6052,0.01
cifar100,1,0.5,0.2,159,4.6052,0.01
cifar100,1,0.5,0.2,160,4.6052,0.01
cifar100,1,0.5,0.2,161,4.6052,0.01
cifar100,1,0.5,0.2,162,4.6052,0.01
cifar100,1,0.5,0.2,163,4.6052,0.01
cifar100,1,0.5,0.2,164,4.6052,0.01
cifar100,1,0.5,0.2,165,4.6052,0.01
cifar100,1,0.5,0.2,166,4.6052,0.01
cifar100,1,0.5,0.2,167,4.6052,0.01
cifar100,1,0.5,0.2,168,4.6052,0.01
cifar100,1,0.5,0.2,169,4.6052,0.01
cifar100,1,0.5,0.2,170,4.6052,0.01
cifar100,1,0.5,0.2,171,4.6052,0.01
cifar100,1,0.5,0.2,172,4.6052,0.01
cifar100,1,0.5,0.2,173,4.6052,0.01
cifar100,1,0.5,0.2,174,4.6052,0.01
cifar100,1,0.5,0.2,175,4.6052,0.01
cifar100,1,0.5,0.2,176,4.6052,0.01
cifar100,1,0.5,0.2,177,4.6052,0.01
cifar100,1,0.5,0.2,178,4.6052,0.01
cifar100,1,0.5,0.2,179,4.6052,0.01
cifar100,1,0.5,0.2,180,4.6052,0.01
cifar100,1,0.5,0.2,181,4.6052,0.01
cifar100,1,0.5,0.2,182,4.6052,0.01
cifar100,1,0.5,0.2,183,4.6052,0.01
cifar100,1,0.5,0.2,184,4.6052,0.01
cifar100,1,0.5,0.2,185,4.6052,0.01
cifar100,1,0.5,0.2,186,4.6052,0.01
cifar100,1,0.5,0.2,187,4.6052,0.01
cifar100,1,0.5,0.2,188,4.6052,0.01
cifar100,1,0.5,0.2,189,4.6052,0.01
cifar100,1,0.5,0.2,190,4.6052,0.01
cifar100,1,0.5,0.2,191,4.6052,0.01
cifar100,1,0.5,0.2,192,4.6052,0.01
cifar100,1,0.5,0.2,193,4.6052,0.01
cifar100,1,0.5,0.2,194,4.6052,0.01
cifar100,1,0.5,0.2,195,4.6052,0.01
cifar100,1,0.5,0.2,196,4.6052,0.01
cifar100,1,0.5,0.2,197,4.6052,0.01
cifar100,1,0.5,0.2,198,4.6052,0.01
cifar100,1,0.5,0.2,199,4.6052,0.01
cifar100,1,0.5,0.2,200,4.6052,0.01
cifar100,1,0.9,0.4,1,4.6079,0.0104
cifar100,1,0.9,0.4,2,4.6055,0.0102
cifar100,1,0.9,0.4,3,4.6051,0.0103
cifar100,1,0.9,0.4,4,4.6051,0.0104
cifar100,1,0.9,0.4,5,4.6051,0.0109
cifar100,1,0.9,0.4,6,4.6051,0.0117
cifar100,1,0.9,0.4,7,4.6051,0.0118
cifar100,1,0.9,0.4,8,4.6051,0.012
cifar100,1,0.9,0.4,9,4.6051,0.0112
cifar100,1,0.9,0.4,10,4.6051,0.0109
cifar100,1,0.9,0.4,11,4.6051,0.0104
cifar100,1,0.9,0.4,12,4.6051,0.0114
cifar100,1,0.9,0.4,13,4.6051,0.0141
cifar100,1,0.9,0.4,14,4.6051,0.0121
cifar100,1,0.9,0.4,15,4.6051,0.0118
cifar100,1,0.9,0.4,16,4.6051,0.0118
cifar100,1,0.9,0.4,17,4.6051,0.0113
cifar100,1,0.9,0.4,18,4.6051,0.0128
cifar100,1,0.9,0.4,19,4.6051,0.0142
cifar100,1,0.9,0.4,20,4.6051,0.015
cifar100,1,0.9,0.4,21,4.6051,0.0163
cifar100,1,0.9,0.4,22,4.6052,0.0158
cifar100,1,0.9,0.4,23,4.6052,0.0142
cifar100,1,0.9,0.4,24,4.6052,0.0128
cifar100,1,0.9,0.4,25,4.6052,0.011
cifar100,1,0.9,0.4,26,4.6052,0.0102
cifar100,1,0.9,0.4,27,4.6052,0.01
cifar100,1,0.9,0.4,28,4.6052,0.01
cifar100,1,0.9,0.4,29,4.6052,0.01
cifar100,1,0.9,0.4,30,4.6052,0.01
cifar100,1,0.9,0.4,31,4.6052,0.01
cifar100,1,0.9,0.4,32,4.6052,0.01
cifar100,1,0.9,0.4,33,4.6052,0.01
cifar100,1,0.9,0.4,34,4.6052,0.01
cifar100,1,0.9,0.4,35,4.6052,0.01
cifar100,1,0.9,0.4,36,4.6052,0.01
cifar100,1,0.9,0.4,37,4.6052,0.01
cifar100,1,0.9,0.4,38,4.6052,0.01
cifar100,1,0.9,0.4,39,4.6052,0.01
cifar100,1,0.9,0.4,40,4.6052,0.01
cifar100,1,0.9,0.4,41,4.6052,0.01
cifar100,1,0.9,0.4,42,4.6052,0.01
cifar100,1,0.9,0.4,43,4.6052,0.01
cifar100,1,0.9,0.4,44,4.6052,0.01
cifar100,1,0.9,0.4,45,4.6052,0.01
cifar100,1,0.9,0.4,46,4.6052,0.01
cifar100,1,0.9,0.4,47,4.6052,0.01
cifar100,1,0.9,0.4,48,4.6052,0.01
cifar100,1,0.9,0.4,49,4.6052,0.01
cifar100,1,0.9,0.4,50,4.6052,0.01
cifar100,1,0.9,0.4,51,4.6052,0.01
cifar100,1,0.9,0.4,52,4.6052,0.01
cifar100,1,0.9,0.4,53,4.6052,0.01
cifar100,1,0.9,0.4,54,4.6052,0.01
cifar100,1,0.9,0.4,55,4.6052,0.01
cifar100,1,0.9,0.4,56,4.6052,0.01
cifar100,1,0.9,0.4,57,4.6052,0.01
cifar100,1,0.9,0.4,58,4.6052,0.01
cifar100,1,0.9,0.4,59,4.6052,0.01
cifar100,1,0.9,0.4,60,4.6052,0.01
cifar100,1,0.9,0.4,61,4.6052,0.01
cifar100,1,0.9,0.4,62,4.6052,0.01
cifar100,1,0.9,0.4,63,4.6052,0.01
cifar100,1,0.9,0.4,64,4.6052,0.01
cifar100,1,0.9,0.4,65,4.6052,0.01
cifar100,1,0.9,0.4,66,4.6052,0.01
cifar100,1,0.9,0.4,67,4.6052,0.01
cifar100,1,0.9,0.4,68,4.6052,0.01
cifar100,1,0.9,0.4,69,4.6052,0.01
cifar100,1,0.9,0.4,70,4.6052,0.01
cifar100,1,0.9,0.4,71,4.6052,0.01
cifar100,1,0.9,0.4,72,4.6052,0.01
cifar100,1,0.9,0.4,73,4.6052,0.01
cifar100,1,0.9,0.4,74,4.6052,0.01
cifar100,1,0.9,0.4,75,4.6052,0.01
cifar100,1,0.9,0.4,76,4.6052,0.01
cifar100,1,0.9,0.4,77,4.6052,0.01
cifar100,1,0.9,0.4,78,4.6052,0.01
cifar100,1,0.9,0.4,79,4.6052,0.01
cifar100,1,0.9,0.4,80,4.6052,0.01
