dataset,trial,alpha,beta,epoch,loss,val_accuracy
cifar10,1,0.3,0.4,1,2.2981,0.1501
cifar10,1,0.3,0.4,2,2.292,0.141
cifar10,1,0.3,0.4,3,2.2891,0.1337
cifar10,1,0.3,0.4,4,2.2862,0.1329
cifar10,1,0.3,0.4,5,2.2834,0.1363
cifar10,1,0.3,0.4,6,2.28,0.1408
cifar10,1,0.3,0.4,7,2.2769,0.1461
cifar10,1,0.3,0.4,8,2.2734,0.1506
cifar10,1,0.3,0.4,9,2.2695,0.155
cifar10,1,0.3,0.4,10,2.2654,0.1578
cifar10,1,0.3,0.4,11,2.2627,0.1601
cifar10,1,0.3,0.4,12,2.2587,0.1633
cifar10,1,0.3,0.4,13,2.2548,0.1643
cifar10,1,0.3,0.4,14,2.2506,0.1648
cifar10,1,0.3,0.4,15,2.2467,0.1667
cifar10,1,0.3,0.4,16,2.2424,0.1702
cifar10,1,0.3,0.4,17,2.2376,0.1746
cifar10,1,0.3,0.4,18,2.2333,0.1796
cifar10,1,0.3,0.4,19,2.2283,0.1842
cifar10,1,0.3,0.4,20,2.2237,0.1895
cifar10,1,0.3,0.4,21,2.2192,0.1947
cifar10,1,0.3,0.4,22,2.2134,0.1996
cifar10,1,0.3,0.4,23,2.2088,0.2025
cifar10,1,0.3,0.4,24,2.2033,0.2065
cifar10,1,0.3,0.4,25,2.1977,0.2124
cifar10,1,0.3,0.4,26,2.1926,0.2166
cifar10,1,0.3,0.4,27,2.1863,0.2207
cifar10,1,0.3,0.4,28,2.1801,0.2242
cifar10,1,0.3,0.4,29,2.1755,0.2265
cifar10,1,0.3,0.4,30,2.1682,0.2292
cifar10,1,0.3,0.4,31,2.1643,0.2315
cifar10,1,0.3,0.4,32,2.157,0.2328
cifar10,1,0.3,0.4,33,2.1514,0.235
cifar10,1,0.3,0.4,34,2.1453,0.2372
cifar10,1,0.3,0.4,35,2.1392,0.239
cifar10,1,0.3,0.4,36,2.133,0.2402
cifar10,1,0.3,0.4,37,2.1274,0.2422
cifar10,1,0.3,0.4,38,2.1234,0.2477
cifar10,1,0.3,0.4,39,2.1159,0.2491
cifar10,1,0.3,0.4,40,2.1113,0.2531
cifar10,1,0.3,0.4,41,2.1045,0.2561
cifar10,1,0.3,0.4,42,2.1009,0.2589
cifar10,1,0.3,0.4,43,2.0942,0.2624
cifar10,1,0.3,0.4,44,2.09,0.266
cifar10,1,0.3,0.4,45,2.0843,0.2681
cifar10,1,0.3,0.4,46,2.0811,0.2714
cifar10,1,0.3,0.4,47,2.0768,0.2737
cifar10,1,0.3,0.4,48,2.0712,0.2761
cifar10,1,0.3,0.4,49,2.0664,0.2766
cifar10,1,0.3,0.4,50,2.0616,0.2778
cifar10,1,0.3,0.4,51,2.0589,0.2799
cifar10,1,0.3,0.4,52,2.0552,0.2816
cifar10,1,0.3,0.4,53,2.0518,0.2833
cifar10,1,0.3,0.4,54,2.0497,0.2853
cifar10,1,0.3,0.4,55,2.0465,0.2857
cifar10,1,0.3,0.4,56,2.0438,0.2843
cifar10,1,0.3,0.4,57,2.0394,0.2851
cifar10,1,0.3,0.4,58,2.0402,0.287
cifar10,1,0.3,0.4,59,2.0363,0.288
cifar10,1,0.3,0.4,60,2.0345,0.2898
cifar10,1,0.3,0.4,61,2.0302,0.2915
cifar10,1,0.3,0.4,62,2.028,0.291
cifar10,1,0.3,0.4,63,2.0268,0.292
cifar10,1,0.3,0.4,64,2.0246,0.2907
cifar10,1,0.3,0.4,65,2.0239,0.2912
cifar10,1,0.3,0.4,66,2.024,0.2933
cifar10,1,0.3,0.4,67,2.0213,0.2939
cifar10,1,0.3,0.4,68,2.022,0.2944
cifar10,1,0.3,0.4,69,2.0198,0.2942
cifar10,1,0.3,0.4,70,2.0166,0.295
cifar10,1,0.3,0.4,71,2.0185,0.2957
cifar10,1,0.3,0.4,72,2.0146,0.2966
cifar10,1,0.3,0.4,73,2.0154,0.2982
cifar10,1,0.3,0.4,74,2.0156,0.2983
cifar10,1,0.3,0.4,75,2.0117,0.2974
cifar10,1,0.3,0.4,76,2.0128,0.297
cifar10,1,0.3,0.4,77,2.0111,0.2977
cifar10,1,0.3,0.4,78,2.0071,0.2982
cifar10,1,0.3,0.4,79,2.012,0.2992
cifar10,1,0.3,0.4,80,2.0068,0.2991
cifar10,1,0.3,0.4,81,2.0088,0.3004
cifar10,1,0.3,0.4,82,2.0081,0.3009
cifar10,1,0.3,0.4,83,2.0021,0.3012
cifar10,1,0.3,0.4,84,2.0092,0.3026
cifar10,1,0.3,0.4,85,2.0068,0.3036
cifar10,1,0.3,0.4,86,2.0025,0.3028
cifar10,1,0.3,0.4,87,2.0031,0.3035
cifar10,1,0.3,0.4,88,1.9971,0.3036
cifar10,1,0.3,0.4,89,2.0025,0.304
cifar10,1,0.3,0.4,90,2.0033,0.3044
cifar10,1,0.3,0.4,91,2.0011,0.3046
cifar10,1,0.3,0.4,92,1.9985,0.3054
cifar10,1,0.3,0.4,93,1.9985,0.3053
cifar10,1,0.3,0.4,94,1.997,0.3041
cifar10,1,0.3,0.4,95,1.9978,0.304
cifar10,1,0.3,0.4,96,1.9926,0.3051
cifar10,1,0.3,0.4,97,1.9943,0.3051
cifar10,1,0.3,0.4,98,1.9941,0.3062
cifar10,1,0.3,0.4,99,1.9917,0.3065
cifar10,1,0.3,0.4,100,1.9923,0.3068
cifar10,1,0.3,0.4,101,1.9889,0.3073
cifar10,1,0.3,0.4,102,1.9906,0.307
cifar10,1,0.3,0.4,103,1.9867,0.3075
cifar10,1,0.3,0.4,104,1.9865,0.3079
cifar10,1,0.3,0.4,105,1.9839,0.3087
cifar10,1,0.3,0.4,106,1.9831,0.3092
cifar10,1,0.3,0.4,107,1.9865,0.3094
cifar10,1,0.3,0.4,108,1.9824,0.3099
cifar10,1,0.3,0.4,109,1.9821,0.3099
cifar10,1,0.3,0.4,110,1.9814,0.311
cifar10,1,0.3,0.4,111,1.978,0.3112
cifar10,1,0.3,0.4,112,1.9776,0.3109
cifar10,1,0.3,0.4,113,1.9792,0.3114
cifar10,1,0.3,0.4,114,1.9762,0.3128
cifar10,1,0.3,0.4,115,1.9756,0.313
cifar10,1,0.3,0.4,116,1.972,0.3136
cifar10,1,0.3,0.4,117,1.9741,0.3141
cifar10,1,0.3,0.4,118,1.9681,0.3141
cifar10,1,0.3,0.4,119,1.9704,0.3143
cifar10,1,0.3,0.4,120,1.97,0.3149
cifar10,1,0.3,0.4,121,1.9696,0.3155
cifar10,1,0.3,0.4,122,1.9672,0.3166
cifar10,1,0.3,0.4,123,1.9655,0.3165
cifar10,1,0.3,0.4,124,1.9625,0.317
cifar10,1,0.3,0.4,125,1.9645,0.3177
cifar10,1,0.3,0.4,126,1.9632,0.3176
cifar10,1,0.3,0.4,127,1.9592,0.3188
cifar10,1,0.3,0.4,128,1.9601,0.3199
cifar10,1,0.3,0.4,129,1.9609,0.3204
cifar10,1,0.3,0.4,130,1.9578,0.3199
cifar10,1,0.3,0.4,131,1.9603,0.3205
cifar10,1,0.3,0.4,132,1.9571,0.3211
cifar10,1,0.3,0.4,133,1.9537,0.321
cifar10,1,0.3,0.4,134,1.9557,0.3216
cifar10,1,0.3,0.4,135,1.9519,0.3217
cifar10,1,0.3,0.4,136,1.9526,0.3215
cifar10,1,0.3,0.4,137,1.9523,0.3216
cifar10,1,0.3,0.4,138,1.9507,0.3226
cifar10,1,0.3,0.4,139,1.9477,0.3229
cifar10,1,0.3,0.4,140,1.9494,0.3227
cifar10,1,0.3,0.4,141,1.9462,0.3234
cifar10,1,0.3,0.4,142,1.9458,0.3238
cifar10,1,0.3,0.4,143,1.9455,0.3232
cifar10,1,0.3,0.4,144,1.9457,0.3237
cifar10,1,0.3,0.4,145,1.9438,0.3241
cifar10,1,0.3,0.4,146,1.9422,0.3243
cifar10,1,0.3,0.4,147,1.9424,0.3244
cifar10,1,0.3,0.4,148,1.9401,0.3245
cifar10,1,0.3,0.4,149,1.9427,0.3252
cifar10,1,0.3,0.4,150,1.9401,0.3254
cifar10,1,0.3,0.4,151,1.9369,0.3257
cifar10,1,0.3,0.4,152,1.9374,0.326
cifar10,1,0.3,0.4,153,1.9364,0.3266
cifar10,1,0.3,0.4,154,1.9384,0.3268
cifar10,1,0.3,0.4,155,1.9357,0.3275
cifar10,1,0.3,0.4,156,1.9304,0.3278
cifar10,1,0.3,0.4,157,1.9335,0.3277
cifar10,1,0.3,0.4,158,1.9329,0.3285
cifar10,1,0.3,0.4,159,1.933,0.329
cifar10,1,0.3,0.4,160,1.9253,0.3293
cifar10,1,0.3,0.4,161,1.9332,0.3298
cifar10,1,0.3,0.4,162,1.9278,0.3303
cifar10,1,0.3,0.4,163,1.9283,0.3303
cifar10,1,0.3,0.4,164,1.9269,0.3307
cifar10,1,0.3,0.4,165,1.9243,0.331
cifar10,1,0.3,0.4,166,1.9259,0.3311
cifar10,1,0.3,0.4,167,1.9237,0.3307
cifar10,1,0.3,0.4,168,1.9201,0.331
cifar10,1,0.3,0.4,169,1.9233,0.3312
cifar10,1,0.3,0.4,170,1.9205,0.3318
cifar10,1,0.3,0.4,171,1.9214,0.3319
cifar10,1,0.3,0.4,172,1.918,0.3319
cifar10,1,0.3,0.4,173,1.917,0.332
cifar10,1,0.3,0.4,174,1.919,0.3327
cifar10,1,0.3,0.4,175,1.9178,0.3335
cifar10,1,0.3,0.4,176,1.9169,0.3337
cifar10,1,0.3,0.4,177,1.9139,0.3344
cifar10,1,0.3,0.4,178,1.9139,0.3352
cifar10,1,0.3,0.4,179,1.9122,0.3351
cifar10,1,0.3,0.4,180,1.9156,0.3356
cifar10,1,0.3,0.4,181,1.9109,0.3361
cifar10,1,0.3,0.4,182,1.9091,0.3363
cifar10,1,0.3,0.4,183,1.9104,0.3369
cifar10,1,0.3,0.4,184,1.907,0.3364
cifar10,1,0.3,0.4,185,1.911,0.337
cifar10,1,0.3,0.4,186,1.909,0.3373
cifar10,1,0.3,0.4,187,1.9021,0.3376
cifar10,1,0.3,0.4,188,1.9053,0.338
cifar10,1,0.3,0.4,189,1.9031,0.3383
cifar10,1,0.3,0.4,190,1.9051,0.3385
cifar10,1,0.3,0.4,191,1.9038,0.3391
cifar10,1,0.3,0.4,192,1.9015,0.3391
cifar10,1,0.3,0.4,193,1.9019,0.3393
cifar10,1,0.3,0.4,194,1.8995,0.3401
cifar10,1,0.3,0.4,195,1.8984,0.3403
cifar10,1,0.3,0.4,196,1.9008,0.3401
cifar10,1,0.3,0.4,197,1.8939,0.3413
cifar10,1,0.3,0.4,198,1.896,0.3413
cifar10,1,0.3,0.4,199,1.8949,0.3424
cifar10,1,0.3,0.4,200,1.8936,0.3424
cifar10,1,0.3,0.3,1,2.3105,0.1144
cifar10,1,0.3,0.3,2,2.31,0.1127
cifar10,1,0.3,0.3,3,2.3045,0.1176
cifar10,1,0.3,0.3,4,2.2988,0.1249
cifar10,1,0.3,0.3,5,2.2935,0.1316
cifar10,1,0.3,0.3,6,2.2896,0.1369
cifar10,1,0.3,0.3,7,2.2857,0.1419
cifar10,1,0.3,0.3,8,2.2821,0.1465
cifar10,1,0.3,0.3,9,2.2788,0.1538
cifar10,1,0.3,0.3,10,2.276,0.1593
cifar10,1,0.3,0.3,11,2.2722,0.1606
cifar10,1,0.3,0.3,12,2.2689,0.1683
cifar10,1,0.3,0.3,13,2.2663,0.1759
cifar10,1,0.3,0.3,14,2.2631,0.1805
cifar10,1,0.3,0.3,15,2.2598,0.1847
cifar10,1,0.3,0.3,16,2.2564,0.1894
cifar10,1,0.3,0.3,17,2.2527,0.1928
cifar10,1,0.3,0.3,18,2.2494,0.1968
cifar10,1,0.3,0.3,19,2.2462,0.2019
cifar10,1,0.3,0.3,20,2.2417,0.2078
cifar10,1,0.3,0.3,21,2.239,0.2131
cifar10,1,0.3,0.3,22,2.2349,0.219
cifar10,1,0.3,0.3,23,2.2305,0.2261
cifar10,1,0.3,0.3,24,2.2273,0.2312
cifar10,1,0.3,0.3,25,2.2228,0.2354
cifar10,1,0.3,0.3,26,2.2185,0.238
cifar10,1,0.3,0.3,27,2.2149,0.24
cifar10,1,0.3,0.3,28,2.2102,0.2407
cifar10,1,0.3,0.3,29,2.2072,0.2433
cifar10,1,0.3,0.3,30,2.2035,0.2465
cifar10,1,0.3,0.3,31,2.1965,0.2483
cifar10,1,0.3,0.3,32,2.1954,0.2512
cifar10,1,0.3,0.3,33,2.1881,0.2531
cifar10,1,0.3,0.3,34,2.1854,0.2564
cifar10,1,0.3,0.3,35,2.1792,0.258
cifar10,1,0.3,0.3,36,2.1751,0.2598
cifar10,1,0.3,0.3,37,2.171,0.2603
cifar10,1,0.3,0.3,38,2.1649,0.2638
cifar10,1,0.3,0.3,39,2.1605,0.2654
cifar10,1,0.3,0.3,40,2.1567,0.2679
cifar10,1,0.3,0.3,41,2.1516,0.2702
cifar10,1,0.3,0.3,42,2.1472,0.2725
cifar10,1,0.3,0.3,43,2.1422,0.2741
cifar10,1,0.3,0.3,44,2.139,0.273
cifar10,1,0.3,0.3,45,2.1349,0.2745
cifar10,1,0.3,0.3,46,2.1277,0.2759
cifar10,1,0.3,0.3,47,2.1257,0.2771
cifar10,1,0.3,0.3,48,2.1216,0.279
cifar10,1,0.3,0.3,49,2.1163,0.28
cifar10,1,0.3,0.3,50,2.11,0.2815
cifar10,1,0.3,0.3,51,2.107,0.2822
cifar10,1,0.3,0.3,52,2.1014,0.2835
cifar10,1,0.3,0.3,53,2.0987,0.2844
cifar10,1,0.3,0.3,54,2.0923,0.2849
cifar10,1,0.3,0.3,55,2.0906,0.2854
cifar10,1,0.3,0.3,56,2.0889,0.2869
cifar10,1,0.3,0.3,57,2.084,0.2868
cifar10,1,0.3,0.3,58,2.0793,0.2876
cifar10,1,0.3,0.3,59,2.0766,0.2885
cifar10,1,0.3,0.3,60,2.0724,0.2881
cifar10,1,0.3,0.3,61,2.0676,0.2888
cifar10,1,0.3,0.3,62,2.0659,0.2894
cifar10,1,0.3,0.3,63,2.0612,0.2893
cifar10,1,0.3,0.3,64,2.059,0.2904
cifar10,1,0.3,0.3,65,2.0571,0.2912
cifar10,1,0.3,0.3,66,2.0529,0.2922
cifar10,1,0.3,0.3,67,2.0487,0.2921
cifar10,1,0.3,0.3,68,2.0473,0.2924
cifar10,1,0.3,0.3,69,2.0438,0.2934
cifar10,1,0.3,0.3,70,2.042,0.2944
cifar10,1,0.3,0.3,71,2.04,0.2949
cifar10,1,0.3,0.3,72,2.0384,0.2948
cifar10,1,0.3,0.3,73,2.0336,0.2953
cifar10,1,0.3,0.3,74,2.0321,0.2959
cifar10,1,0.3,0.3,75,2.0298,0.2956
cifar10,1,0.3,0.3,76,2.0294,0.2961
cifar10,1,0.3,0.3,77,2.0251,0.2966
cifar10,1,0.3,0.3,78,2.0245,0.2969
cifar10,1,0.3,0.3,79,2.0219,0.2991
cifar10,1,0.3,0.3,80,2.0174,0.299
cifar10,1,0.3,0.3,81,2.0184,0.3001
cifar10,1,0.3,0.3,82,2.0191,0.2999
cifar10,1,0.3,0.3,83,2.0129,0.301
cifar10,1,0.3,0.3,84,2.0116,0.3018
cifar10,1,0.3,0.3,85,2.0153,0.3021
cifar10,1,0.3,0.3,86,2.0107,0.3026
cifar10,1,0.3,0.3,87,2.0112,0.3032
cifar10,1,0.3,0.3,88,2.0075,0.3038
cifar10,1,0.3,0.3,89,2.0079,0.3042
cifar10,1,0.3,0.3,90,2.0047,0.3046
cifar10,1,0.3,0.3,91,2.0002,0.3059
cifar10,1,0.3,0.3,92,2.0061,0.3059
cifar10,1,0.3,0.3,93,1.9995,0.3063
cifar10,1,0.3,0.3,94,1.9995,0.3066
cifar10,1,0.3,0.3,95,1.9996,0.3068
cifar10,1,0.3,0.3,96,1.9995,0.3073
cifar10,1,0.3,0.3,97,1.9977,0.3075
cifar10,1,0.3,0.3,98,1.996,0.3079
cifar10,1,0.3,0.3,99,1.9926,0.3084
cifar10,1,0.3,0.3,100,1.9943,0.3083
cifar10,1,0.3,0.3,101,1.9919,0.309
cifar10,1,0.3,0.3,102,1.9911,0.3085
cifar10,1,0.3,0.3,103,1.9897,0.3088
cifar10,1,0.3,0.3,104,1.9922,0.3086
cifar10,1,0.3,0.3,105,1.9878,0.3094
cifar10,1,0.3,0.3,106,1.986,0.3092
cifar10,1,0.3,0.3,107,1.987,0.3091
cifar10,1,0.3,0.3,108,1.9841,0.3091
cifar10,1,0.3,0.3,109,1.9882,0.309
cifar10,1,0.3,0.3,110,1.9801,0.3099
cifar10,1,0.3,0.3,111,1.9852,0.3112
cifar10,1,0.3,0.3,112,1.9815,0.3111
cifar10,1,0.3,0.3,113,1.9846,0.3112
cifar10,1,0.3,0.3,114,1.9796,0.3117
cifar10,1,0.3,0.3,115,1.9808,0.312
cifar10,1,0.3,0.3,116,1.9791,0.312
cifar10,1,0.3,0.3,117,1.9792,0.312
cifar10,1,0.3,0.3,118,1.9783,0.313
cifar10,1,0.3,0.3,119,1.976,0.3133
cifar10,1,0.3,0.3,120,1.9771,0.3137
cifar10,1,0.3,0.3,121,1.9741,0.314
cifar10,1,0.3,0.3,122,1.9765,0.3144
cifar10,1,0.3,0.3,123,1.9719,0.3143
cifar10,1,0.3,0.3,124,1.9715,0.3146
cifar10,1,0.3,0.3,125,1.9736,0.3145
cifar10,1,0.3,0.3,126,1.9697,0.3157
cifar10,1,0.3,0.3,127,1.9708,0.317
cifar10,1,0.3,0.3,128,1.9687,0.3169
cifar10,1,0.3,0.3,129,1.9691,0.3169
cifar10,1,0.3,0.3,130,1.9662,0.3175
cifar10,1,0.3,0.3,131,1.969,0.3175
cifar10,1,0.3,0.3,132,1.9664,0.3182
cifar10,1,0.3,0.3,133,1.9648,0.3184
cifar10,1,0.3,0.3,134,1.9661,0.3186
cifar10,1,0.3,0.3,135,1.9616,0.3195
cifar10,1,0.3,0.3,136,1.9621,0.3204
cifar10,1,0.3,0.3,137,1.9639,0.3207
cifar10,1,0.3,0.3,138,1.963,0.3207
cifar10,1,0.3,0.3,139,1.9631,0.3215
cifar10,1,0.3,0.3,140,1.9577,0.3221
cifar10,1,0.3,0.3,141,1.9587,0.3227
cifar10,1,0.3,0.3,142,1.9622,0.3231
cifar10,1,0.3,0.3,143,1.9573,0.3233
cifar10,1,0.3,0.3,144,1.9564,0.3231
cifar10,1,0.3,0.3,145,1.9567,0.3239
cifar10,1,0.3,0.3,146,1.9558,0.3238
cifar10,1,0.3,0.3,147,1.9534,0.3238
cifar10,1,0.3,0.3,148,1.9537,0.3241
cifar10,1,0.3,0.3,149,1.9518,0.3247
cifar10,1,0.3,0.3,150,1.9527,0.3251
cifar10,1,0.3,0.3,151,1.951,0.3252
cifar10,1,0.3,0.3,152,1.9519,0.3262
cifar10,1,0.3,0.3,153,1.9474,0.3267
cifar10,1,0.3,0.3,154,1.9512,0.3269
cifar10,1,0.3,0.3,155,1.9465,0.3272
cifar10,1,0.3,0.3,156,1.9488,0.3269
cifar10,1,0.3,0.3,157,1.944,0.3275
cifar10,1,0.3,0.3,158,1.95,0.3277
cifar10,1,0.3,0.3,159,1.9433,0.328
cifar10,1,0.3,0.3,160,1.9442,0.3282
cifar10,1,0.3,0.3,161,1.9433,0.3286
cifar10,1,0.3,0.3,162,1.9467,0.3289
cifar10,1,0.3,0.3,163,1.943,0.3293
cifar10,1,0.3,0.3,164,1.9402,0.3292
cifar10,1,0.3,0.3,165,1.9415,0.33
cifar10,1,0.3,0.3,166,1.9427,0.3302
cifar10,1,0.3,0.3,167,1.9412,0.3306
cifar10,1,0.3,0.3,168,1.9394,0.3308
cifar10,1,0.3,0.3,169,1.9364,0.3308
cifar10,1,0.3,0.3,170,1.9413,0.3313
cifar10,1,0.3,0.3,171,1.9366,0.3314
cifar10,1,0.3,0.3,172,1.9359,0.3315
cifar10,1,0.3,0.3,173,1.9359,0.3322
cifar10,1,0.3,0.3,174,1.935,0.3324
cifar10,1,0.3,0.3,175,1.934,0.3329
cifar10,1,0.3,0.3,176,1.9336,0.332
cifar10,1,0.3,0.3,177,1.9319,0.3324
cifar10,1,0.3,0.3,178,1.9324,0.3324
cifar10,1,0.3,0.3,179,1.9322,0.3323
cifar10,1,0.3,0.3,180,1.9312,0.3323
cifar10,1,0.3,0.3,181,1.9303,0.3329
cifar10,1,0.3,0.3,182,1.929,0.3332
cifar10,1,0.3,0.3,183,1.9284,0.3332
cifar10,1,0.3,0.3,184,1.9286,0.3336
cifar10,1,0.3,0.3,185,1.9269,0.334
cifar10,1,0.3,0.3,186,1.925,0.335
cifar10,1,0.3,0.3,187,1.9282,0.3354
cifar10,1,0.3,0.3,188,1.9276,0.3359
cifar10,1,0.3,0.3,189,1.9237,0.3368
cifar10,1,0.3,0.3,190,1.9229,0.3369
cifar10,1,0.3,0.3,191,1.9259,0.3371
cifar10,1,0.3,0.3,192,1.9186,0.3379
cifar10,1,0.3,0.3,193,1.9231,0.3386
cifar10,1,0.3,0.3,194,1.9215,0.3386
cifar10,1,0.3,0.3,195,1.9193,0.3385
cifar10,1,0.3,0.3,196,1.9176,0.3388
cifar10,1,0.3,0.3,197,1.9178,0.339
cifar10,1,0.3,0.3,198,1.9184,0.3395
cifar10,1,0.3,0.3,199,1.916,0.3397
cifar10,1,0.3,0.3,200,1.9158,0.3402
cifar10,1,0.2,0.3,1,2.3005,0.1015
cifar10,1,0.2,0.3,2,2.2966,0.1037
cifar10,1,0.2,0.3,3,2.296,0.1103
cifar10,1,0.2,0.3,4,2.294,0.119
cifar10,1,0.2,0.3,5,2.2926,0.1286
cifar10,1,0.2,0.3,6,2.2906,0.1398
cifar10,1,0.2,0.3,7,2.2889,0.1477
cifar10,1,0.2,0.3,8,2.2866,0.1539
cifar10,1,0.2,0.3,9,2.284,0.1605
cifar10,1,0.2,0.3,10,2.2815,0.1645
cifar10,1,0.2,0.3,11,2.2793,0.1686
cifar10,1,0.2,0.3,12,2.2767,0.1707
cifar10,1,0.2,0.3,13,2.2747,0.1718
cifar10,1,0.2,0.3,14,2.2715,0.1737
cifar10,1,0.2,0.3,15,2.2693,0.1765
cifar10,1,0.2,0.3,16,2.2666,0.1757
cifar10,1,0.2,0.3,17,2.2637,0.1759
cifar10,1,0.2,0.3,18,2.2612,0.1753
cifar10,1,0.2,0.3,19,2.2585,0.1782
cifar10,1,0.2,0.3,20,2.2552,0.1798
cifar10,1,0.2,0.3,21,2.252,0.1788
cifar10,1,0.2,0.3,22,2.2488,0.1779
cifar10,1,0.2,0.3,23,2.2452,0.1797
cifar10,1,0.2,0.3,24,2.2422,0.1859
cifar10,1,0.2,0.3,25,2.2386,0.1894
cifar10,1,0.2,0.3,26,2.2355,0.1945
cifar10,1,0.2,0.3,27,2.2303,0.2017
cifar10,1,0.2,0.3,28,2.2274,0.2102
cifar10,1,0.2,0.3,29,2.2227,0.2171
cifar10,1,0.2,0.3,30,2.2188,0.2221
cifar10,1,0.2,0.3,31,2.2147,0.2303
cifar10,1,0.2,0.3,32,2.2079,0.2363
cifar10,1,0.2,0.3,33,2.2049,0.2397
cifar10,1,0.2,0.3,34,2.2005,0.2468
cifar10,1,0.2,0.3,35,2.195,0.2481
cifar10,1,0.2,0.3,36,2.1907,0.2514
cifar10,1,0.2,0.3,37,2.1844,0.2516
cifar10,1,0.2,0.3,38,2.1791,0.2536
cifar10,1,0.2,0.3,39,2.1747,0.2559
cifar10,1,0.2,0.3,40,2.1695,0.2558
cifar10,1,0.2,0.3,41,2.1629,0.2577
cifar10,1,0.2,0.3,42,2.1586,0.2591
cifar10,1,0.2,0.3,43,2.1523,0.2595
cifar10,1,0.2,0.3,44,2.1461,0.2612
cifar10,1,0.2,0.3,45,2.1422,0.2637
cifar10,1,0.2,0.3,46,2.1347,0.2651
cifar10,1,0.2,0.3,47,2.1294,0.2661
cifar10,1,0.2,0.3,48,2.1234,0.2673
cifar10,1,0.2,0.3,49,2.1177,0.268
cifar10,1,0.2,0.3,50,2.1122,0.2696
cifar10,1,0.2,0.3,51,2.106,0.2712
cifar10,1,0.2,0.3,52,2.1015,0.2729
cifar10,1,0.2,0.3,53,2.0968,0.2747
cifar10,1,0.2,0.3,54,2.0896,0.275
cifar10,1,0.2,0.3,55,2.086,0.276
cifar10,1,0.2,0.3,56,2.0819,0.2776
cifar10,1,0.2,0.3,57,2.0766,0.2781
cifar10,1,0.2,0.3,58,2.0707,0.2786
cifar10,1,0.2,0.3,59,2.0688,0.2795
cifar10,1,0.2,0.3,60,2.0619,0.2797
cifar10,1,0.2,0.3,61,2.0596,0.2806
cifar10,1,0.2,0.3,62,2.0537,0.2809
cifar10,1,0.2,0.3,63,2.0515,0.2814
cifar10,1,0.2,0.3,64,2.0465,0.2809
cifar10,1,0.2,0.3,65,2.0445,0.2826
cifar10,1,0.2,0.3,66,2.0394,0.2827
cifar10,1,0.2,0.3,67,2.0367,0.2835
cifar10,1,0.2,0.3,68,2.035,0.2851
cifar10,1,0.2,0.3,69,2.0331,0.2857
cifar10,1,0.2,0.3,70,2.0281,0.2871
cifar10,1,0.2,0.3,71,2.0278,0.2878
cifar10,1,0.2,0.3,72,2.027,0.2883
cifar10,1,0.2,0.3,73,2.0216,0.2882
cifar10,1,0.2,0.3,74,2.022,0.2892
cifar10,1,0.2,0.3,75,2.0198,0.2902
cifar10,1,0.2,0.3,76,2.0191,0.2909
cifar10,1,0.2,0.3,77,2.017,0.2911
cifar10,1,0.2,0.3,78,2.0174,0.292
cifar10,1,0.2,0.3,79,2.0147,0.2926
cifar10,1,0.2,0.3,80,2.0099,0.2934
cifar10,1,0.2,0.3,81,2.016,0.2939
cifar10,1,0.2,0.3,82,2.012,0.2931
cifar10,1,0.2,0.3,83,2.0137,0.2936
cifar10,1,0.2,0.3,84,2.0083,0.2937
cifar10,1,0.2,0.3,85,2.0112,0.2944
cifar10,1,0.2,0.3,86,2.0092,0.2945
cifar10,1,0.2,0.3,87,2.0104,0.295
cifar10,1,0.2,0.3,88,2.0068,0.2954
cifar10,1,0.2,0.3,89,2.0067,0.2962
cifar10,1,0.2,0.3,90,2.0126,0.2957
cifar10,1,0.2,0.3,91,2.0044,0.2958
cifar10,1,0.2,0.3,92,2.0068,0.2967
cifar10,1,0.2,0.3,93,2.0059,0.297
cifar10,1,0.2,0.3,94,2.0048,0.2979
cifar10,1,0.2,0.3,95,2.007,0.2991
cifar10,1,0.2,0.3,96,2.0005,0.2991
cifar10,1,0.2,0.3,97,2.0033,0.2994
cifar10,1,0.2,0.3,98,2.0007,0.3003
cifar10,1,0.2,0.3,99,2.0051,0.3006
cifar10,1,0.2,0.3,100,2.0017,0.3016
cifar10,1,0.2,0.3,101,2.0017,0.3025
cifar10,1,0.2,0.3,102,2.0016,0.3031
cifar10,1,0.2,0.3,103,1.9994,0.304
cifar10,1,0.2,0.3,104,1.9969,0.3045
cifar10,1,0.2,0.3,105,2.0014,0.3046
cifar10,1,0.2,0.3,106,1.997,0.3055
cifar10,1,0.2,0.3,107,1.9945,0.3052
cifar10,1,0.2,0.3,108,1.9951,0.3054
cifar10,1,0.2,0.3,109,1.9949,0.3055
cifar10,1,0.2,0.3,110,1.9948,0.3066
cifar10,1,0.2,0.3,111,1.9913,0.3059
cifar10,1,0.2,0.3,112,1.9914,0.3073
cifar10,1,0.2,0.3,113,1.9902,0.3082
cifar10,1,0.2,0.3,114,1.9873,0.3084
cifar10,1,0.2,0.3,115,1.9922,0.3092
cifar10,1,0.2,0.3,116,1.9864,0.3089
cifar10,1,0.2,0.3,117,1.9883,0.3094
cifar10,1,0.2,0.3,118,1.9857,0.3092
cifar10,1,0.2,0.3,119,1.983,0.3101
cifar10,1,0.2,0.3,120,1.9856,0.3112
cifar10,1,0.2,0.3,121,1.9803,0.3115
